tweet_id,tweet_text,label,corrected_label,informative_content,confusing_cases
592277190823301120',RT @rapplerdotcom: JUST IN: Quake aftershock of 6.7 magnitude hits Nepal http://t.co/8zrzhZFChE,other_useful_information,other_useful_information,Quake aftershock of 6.7 magnitude hits Nepal,
592277284632952832',20 Heartbreaking Photos of the Massive Earthquake That Just Hit Nepal http://t.co/N7JQNfqIoo,other_useful_information,other_useful_information,20 Heartbreaking Photos of the Massive Earthquake,
592277275405471744',Live: Rescue operations hit after fresh 6.7 magnitude tremors jolt Nepal  @timesofindia http://t.co/4s8TkutCME,other_useful_information,other_useful_information,Live: Rescue operations hit after fresh 6.7 magnitude tremors jolt Nepal,
592277304178581504',Huge aftershock slams Nepal LATEST: A major aftershock with an initial reading of magnitud #ETC http://t.co/hYFI3NyuAQ,other_useful_information,other_useful_information,Huge aftershock slams Nepal,
592277330174812161',"Hindu. Magnitude-6.7 aftershock hits Nepal, tremors felt across India http://t.co/1EIq6msgkh",other_useful_information,other_useful_information,"Magnitude-6.7 aftershock hits Nepal, tremors felt across India",
592277334335594496',".: Another mag 6.7 quake rocks Nepal, a swarm of 56 q... http://t.co/oGdwgv7EXn",other_useful_information,other_useful_information,Another mag 6.7 quake rocks Nepal,
592277415512051712',FNQ: Massive aftershock hits Nepal http://t.co/EC4rXxnniA #qld,other_useful_information,other_useful_information,Massive aftershock hits Nepal,
592277462710677504',CCTV footage of today's earthquake from Kathmandu hotel. http://t.co/biJcF5cezV,other_useful_information,other_useful_information,CCTV footage of today's earthquake,
592277469714993152',"Nepal hit aftershock, survivors intensifies http://t.co/u36msMGCHk",other_useful_information,other_useful_information,Nepal hit aftershock,
592277560324657152',RT @RMNW: Samaritans Purse are responding to this disaster.  - Nepal earthquake 'felt across entire region' http://t.co/PGYnXPfxYW,other_useful_information,other_useful_information,Nepal earthquake 'felt across entire region',
592277605329412096',"Magnitude 6.7 aftershock hits Nepal, causes panic http://t.co/hBKXgLgkhe via @YahooNews",other_useful_information,other_useful_information,Magnitude 6.7 aftershock hits Nepal,
592277705837649920',atmobionte: RT WSJ: Powerful magnitude-7.8 earthquake that rocked Nepal triggered an avalanche on Mount Everest … http://t.co/HUpHzTwdy4,other_useful_information,other_useful_information,Powerful magnitude-7.8 earthquake that rocked Nepal triggered an avalanche on Mount Everest,
592277738733580289',"Major aftershock with initial reading of magnitude 6.7 hits Nepal day after huge earthquake, US Geological Survey says."" via @cnnbrk",other_useful_information,other_useful_information,Major aftershock with initial reading of magnitude 6.7 hits Nepal,
592277748531470336',RT @yogital: Fear and panic on Kathmandu's streets as another aftershock hit a short while back. #NepalEarthquake,other_useful_information,other_useful_information,another aftershock hit,
592277767737204736',#youtube Nepal Earthquake 2015 - Original CCTV Footage of Swimming Pool http://t.co/rCw8jtogIW,other_useful_information,other_useful_information,Nepal Earthquake 2015 - Original CCTV Footage,
592277800285003777',#Nepal #earthquake : #Everest survivors describe ordeal http://t.co/vjiaXUs1dr,other_useful_information,other_useful_information,#Everest survivors describe ordeal,
592277838033604608',"RT @klustout: From @AFPphoto, a stunning photo of the avalanche on Everest. It conveys the sheer power of the initial quake. #Nepal http://…",other_useful_information,other_useful_information,a stunning photo of the avalanche on Everest,
592277914369986561',RT @USATODAY: RT @khjelmgaard: Magnitude 6.7 earthquake strikes Nepal (second major quake in 2 days). New damage unclear http://t.co/lOxe4t…,other_useful_information,other_useful_information,Magnitude 6.7 earthquake strikes Nepal,
592277953251184642',"Report on Earthquake Destruction in Nepal,Tremors Shake North India TV9: http://t.co/2TXxDEvCJv via @YouTube",other_useful_information,other_useful_information,"Report on Earthquake Destruction in Nepal,Tremors Shake North India",
592277989800284160',RT @dna: Earthquake aftershocks in Nepal. 6.7 in magnitude\ntremors across Northern India\n\nhttp://t.co/JkKiBn5Kzn http://t.co/hAzuvfmKk9,other_useful_information,other_useful_information,RT @dna: Earthquake aftershocks in Nepal. 6.7 in magnitude\ntremors across Northern India,
592278024466341888',"RT @Emirates247: #NepalQuake latest: Second 6.7 quake near Kathmandu, Everest avalanches http://t.co/L1G6g6aIHs",other_useful_information,other_useful_information,#NepalQuake latest: Second 6.7 quake near Kathmandu,
592278029621186560',RT @careintuk: Shocking photo of cracks in ground in Kathmandu from CARE's emergency team in #Nepal \nDonate: http://t.co/By401hIiT7 http://…,other_useful_information,other_useful_information,Shocking photo of cracks in ground in Kathmandu,
592278144557707266',I liked a @YouTube video from @ruptly http://t.co/KYWHmKMjUO Nepal: Panic as 6.7 magnitude aftershock rocks Kathmandu,other_useful_information,other_useful_information,6.7 magnitude aftershock rocks Kathmandu,
592278150354116608',Earthquake Strikes India and Nepal Latest News Upd: http://t.co/zn6IWqueQV,other_useful_information,other_useful_information,Earthquake Strikes India and Nepal Latest News,
592278139318841345',Dunya News: Quake jolts different parts of Nepal with tremors felt in Pakistan.: http://t.co/UFyh1TfQms,other_useful_information,other_useful_information,Quake jolts different parts of Nepal with tremors felt in Pakistan,
592278209556815872',Watch: CCTV camera catches intensity of Nepal earthquake - The Times of India http://t.co/z3nbIELezR,other_useful_information,other_useful_information,CCTV camera catches intensity of Nepal earthquake ,
592278198630490113',In photos: Devastation in Nepal after powerful quake  http://t.co/nbsbLg05hE http://t.co/CLw5yX0Nkv,other_useful_information,other_useful_information,Devastation in Nepal after powerful quake,
592278254221799425',"Earthquake in Kathmandu, Nepal 2015 video clip: http://t.co/WxnacZTg2c",other_useful_information,other_useful_information,"Earthquake in Kathmandu, Nepal 2015 video clip",
592278295409922048',Fresh 6.7 magnitude earthquake strikes Nepal; tremors across north\xa0India http://t.co/AnbeXV0YZ4,other_useful_information,other_useful_information,Fresh 6.7 magnitude earthquake strikes Nepal; tremors across north\xa0India,
592278480429010944',No change in schedule despite earthquake: The earthquake in Nepal and the aftershocks felt on the Indian side of… http://t.co/o96aHuqpNX,other_useful_information,other_useful_information,The earthquake in Nepal and the aftershocks felt on the Indian,
592278488255700992',"CCTV Footage of Nepal Earthquake from Kathmandu, #Nepal #NepalQuake http://t.co/VpMvpRGwsb",other_useful_information,other_useful_information,CCTV Footage of Nepal Earthquake,
592278500763107328',"RT @jrousselot: 25 hours after the first one, we just felt a huge aftershock - reportedly 6.7 magnitude #Kathmandu #Nepal #NepalQuake",other_useful_information,other_useful_information,felt a huge aftershock - reportedly 6.7 magnitude #Kathmandu,
592278565963636736',Nepal Earthquake: Major Aftershock Hits Kathmandu as Toll Climbs http://t.co/OEf8JroZbT vía @NBCNews,other_useful_information,other_useful_information,Major Aftershock Hits Kathmandu,
592278591230050304',RT @irishexaminer: Powerful aftershock strikes Kathmandu | http://t.co/8E8LOkf9HU (GM) http://t.co/TzMeValfa0,other_useful_information,other_useful_information,Powerful aftershock strikes Kathmandu,
592278638227132416',Nepal Earthquake 25 April 2015 - Killed More Than: http://t.co/Pp3aLIOg0s,other_useful_information,other_useful_information,Nepal Earthquake 25 April 2015,
592278717885349888',Nepal Earthquake 2015 video clip: http://t.co/E7vGZynSB2,other_useful_information,other_useful_information,Nepal Earthquake 2015 video clip,
592278796989911040',Nepal Earthquake 2015: Reported deaths in Nepal by district (as of 25 April 2015): Map shows the e... http://t.co/J3oQKD33mO #nepalquake,other_useful_information,other_useful_information,Nepal Earthquake 2015,
592278814706634752',Everest climbers describes 'horrible' scene after Nepal earthquake triggers deadly avalanche: A massive earthq... http://t.co/G8a4eWUGL1,other_useful_information,other_useful_information,Everest climbers describes 'horrible' scene after Nepal earthquake triggers deadly avalanche,
592279935152062464',Nepal hit by major aftershock as search for quake survivors intensifies http://t.co/jNzQs9ZvC8 #news #world,other_useful_information,other_useful_information,Nepal hit by major aftershock ,
592279977116176384',RT @EwFProject: Landslides from the Nepal earthquake yesterday - The Landslide Blog - AGU Blogosphere: http://t.co/0j7liD0POq,other_useful_information,other_useful_information,Landslides from the Nepal earthquake ,
592279977887936512',Original footage 7.9 Magnitude earthquake in Nepal 2015 http://t.co/qaeFFvK2Qt,other_useful_information,other_useful_information,Original footage 7.9 Magnitude earthquake in Nepal 2015 ,
592280004513439744',"RT @9NewsAUS: UPDATE: Reports of fresh avalanches on Mount Everest, triggered by powerful 6.7 aftershock that rattled Nepal. #NepalQuake #9…",other_useful_information,other_useful_information,"UPDATE: Reports of fresh avalanches on Mount Everest, triggered by powerful 6.7 aftershock",
592280101183619072',"Moments Caught on Camera - Nepal quake 7,9 magnitude tremor hits near Kathmandu Horrific http://t.co/HOpQzL63Rt",other_useful_information,other_useful_information,"Nepal quake 7,9 magnitude tremor hits near Kathmandu",
592280146641592320',RT @9NewsAUS: UPDATE: Major aftershock with initial reading of 6.7 magnitude rocks Kathmandu area one day after devastating earthquake. #Ne…,other_useful_information,other_useful_information,UPDATE: Major aftershock with initial reading of 6.7 magnitude rocks Kathmandu area,
592280123837153281',RT @IndianExpress: Watch Video: CCTV footage showing the intensity of #kathmandu #earthquake http://t.co/qL2jRzlWX2 http://t.co/KYeyj2idTB,other_useful_information,other_useful_information,CCTV footage showing the intensity of #kathmandu ,
592280177566228482',"RT @9NewsAUS: JUST IN: Reports of a magnitude 6.7 earthquake registered 65km East of Kathmandu, Nepal. #9News",other_useful_information,other_useful_information,Reports of a magnitude 6.7 earthquake registered 65km East of Kathmandu,
592280191033970688',Powerful aftershock causes panic in Nepal http://t.co/uGhWZPqnYd http://t.co/0am3PpB6Fc via http://t.co/l7aiF8ZoHo #uknews,other_useful_information,other_useful_information,Powerful aftershock causes panic in Nepal,
592280285674401793',"Magnitude 6.7 aftershock hits Nepal's capital, Kathmandu http://t.co/aEUVrJDCpG",other_useful_information,other_useful_information,Magnitude 6.7 aftershock hits Nepal's capital,
592281271461683200',"Britons on #Everest describe terror as #Nepal earthquake struck, triggering deadly avalanches http://t.co/KKuUDHfTWt",other_useful_information,other_useful_information,"#Nepal earthquake struck, triggering deadly avalanches",
592281408015503362',Shocking footage from #nepal #nepalearthquake. Prayers are with you @mdarvas http://t.co/o7OuYosxVH,other_useful_information,other_useful_information,Shocking footage from #nepal #nepalearthquake,
592281382086385665',Strong aftershocks add to misery for Nepal quake victims | news | Watch: http://t.co/jT0t3u9psx,other_useful_information,other_useful_information,Strong aftershocks add to misery for Nepal quake victims,
592281448238948353',RT @ICTJA_CSIC: Magnitude 7.5 earthquake in Nepal as seen from Barcelona http://t.co/n2132J6qXT via  @JDiazCusi,other_useful_information,other_useful_information,Magnitude 7.5 earthquake in Nepal,
592281549350969344',Video: Aftershocks rock Kathmandu fol... http://t.co/LTxBikrBeZ via http://t.co/gtd9C6Fyfx,other_useful_information,other_useful_information,Video: Aftershocks rock Kathmandu,
592281549644640256',Recommend @jagannathlc's timeline for reality of Nepal earthquake. @oxfamgb emergency appeal: http://t.co/Sk7iFFNWfi https://t.co/OuYeIkYu06,other_useful_information,other_useful_information,timeline for reality of Nepal earthquake.,
592281562663682048',Fresh 6.9 magnitude earthquake hits Nepal\nhttp://t.co/dLhAhvKF7G \n#NepalEarthquake http://t.co/6hkjl1AjCZ,other_useful_information,other_useful_information,Fresh 6.9 magnitude earthquake hits Nepal,
592281574256857088',RT @mashable: Powerful 6.7 aftershock felt in Kathmandu and on Mount Everest http://t.co/OwHLnvFtFO,other_useful_information,other_useful_information,Powerful 6.7 aftershock felt in Kathmandu and on Mount Everest,
592281611187703808',"RT @VilleEnGuerre: #Map: #Nepal M7.8 #Earthquake Shaking Intensity and #Kathmandu #Health Facilities, 25 April 2015 http://t.co/wndC28Oh0c",other_useful_information,other_useful_information,#Map: #Nepal M7.8 #Earthquake,
592281602421469184',RT @SPoonia777: @Gurmeetramrahim A strong earthquake has been felt in Nepal 's capital of Kathmandu. #MSGHelpEarthquakeVictims http://t.co/…,other_useful_information,other_useful_information,A strong earthquake has been felt in Nepal 's capital of Kathmandu,
592281637615898624',"New post: Earthquake aftershock hits Nepal and India, magnitude 6.7 http://t.co/Egh8EHsMt0",other_useful_information,other_useful_information,"Earthquake aftershock hits Nepal and India, magnitude 6.7",
592281625741758464',"An injured man plays with his daughter - Nepal hit by powerful 7.9 magnitude earthquake, tremors felt across India... http://t.co/fRD3KPsr6X",other_useful_information,other_useful_information,"Nepal hit by powerful 7.9 magnitude earthquake, tremors felt across India",
592281668083437568',RT @popculturechris: More tremors felt in #Nepal #NepalEarthquake http://t.co/IObnan0VEQ,other_useful_information,other_useful_information,More tremors felt in #Nepal,
592281668502728704',LIVE UPDATE Nepal Earth Quick http://t.co/nj9dURxPyQ,other_useful_information,other_useful_information,LIVE UPDATE Nepal Earth,
592281707853783040',#Nepal's landmarks before and after the earthquake #NepalQuake http://t.co/krtMw4fwRz,other_useful_information,other_useful_information,#Nepal's landmarks before and after the earthquake,
592281813579530240',"Devastation, obliteration from Nepal earthquake LATEST: A major aftershock with an initial http://t.co/INMXI0CwyD",other_useful_information,other_useful_information,"Devastation, obliteration from Nepal earthquake LATEST",
592281860396417024',"New powerful earthquake in Nepal triggers avalanche, tremors felt in India http://t.co/CukBf0dSJl",other_useful_information,other_useful_information,"New powerful earthquake in Nepal triggers avalanche, tremors felt in India",
592281856910954496',Gatorwah: Avalanche strikes Everest base camp after Nepal earthquake http://t.co/hAZMscGry1 via WSJ #everest2015,other_useful_information,other_useful_information,Avalanche strikes Everest base camp after Nepal earthquake ,
592281882139697152',This Security Camera Footage Of The Nepal Earthquake Will Make Your Heart Bleed For The People In Nepal http://t.co/vJEkSj7Epv via @MensXP,other_useful_information,other_useful_information,This Security Camera Footage Of The Nepal Earthquake ,
592281876599054336',Strong aftershock hits Kathmandu http://t.co/x08vgiqq80,other_useful_information,other_useful_information,Strong aftershock hits Kathmandu,
592281989870329856',Deccan Chronicle - India - Aftermath of the earthquake Photo: AP - http://t.co/Vyd7wv2XrX,other_useful_information,other_useful_information,Aftermath of the earthquake,
592282012922159104',The Photo Blog : Nepal landmarks: Before and after the earthquake: http://t.co/aRgZtbEjoJ,other_useful_information,other_useful_information,Nepal landmarks: Before and after the earthquake,
592282031263907841',Nepal Earthquake: NewsX ground zero report http://t.co/XLirSdVOae,other_useful_information,other_useful_information,Nepal Earthquake: NewsX ground zero report,
592282028407693313',Major aftershock shakes Nepal and neighbouring countries following Saturday's devastating earthqua http://t.co/ITngSMYjjM via @BBCBreaking,other_useful_information,other_useful_information,Major aftershock shakes Nepal and neighbouring countries,
592282074721218560',Live Latest Updates on Earthquake in Nepal http://t.co/nlvG3lVgUl,other_useful_information,other_useful_information,Live Latest Updates on Earthquake in Nepal,
592282072644915200',"3 aftershocks hit Nepal, epicenter 17km of Kodari - http://t.co/cTU49wTpZx",other_useful_information,other_useful_information,3 aftershocks hit Nepal,
592282069956304896',A huge aftershock hits Nepal overnight.  Latest details now on the #WGNMorningNews  http://t.co/RAIwLyVAvF,other_useful_information,other_useful_information,A huge aftershock hits Nepal overnight,
592282091469037568',Deadly Earthquake in Nepal http://t.co/V1sm3cetVX #nepalearthquake,other_useful_information,other_useful_information,Deadly Earthquake in Nepal,
592282123521884161',RT @cnnbrk: At least 15 aftershocks magnitude 4.5+ have been felt after #NepalQuake. http://t.co/w3DV9S1oqD http://t.co/5xh0NG0cHD,other_useful_information,other_useful_information,At least 15 aftershocks magnitude 4.5+ have been felt after #NepalQuake,
592282143524397058',happy RT @TimesNow: Nepal earthquake update: http://t.co/vVHT6aHQ5d https://t.co/AN9zM0mfyf http://t.co/T7VbZ3EaCA,other_useful_information,other_useful_information,Nepal earthquake update,
592282154203123713',"3 aftershocks hit Nepal, epicenter 17km of Kodari - Video | The Times of India http://t.co/GagGz9Od8m",other_useful_information,other_useful_information,3 aftershocks hit Nepal,
592282199082270720',"Sunday, April 26, 2015 http://t.co/lcvHa2jsTV Magnitude 6.7 aftershock hits Nepal, sparking panic a day after deadly quake KATHMANDU, Nep…",other_useful_information,other_useful_information,Magnitude 6.7 aftershock hits Nepal,
592282201682644992',[ via http://t.co/Gbrce54ahj ] Earthquake aftershock hits Nepal and In... https://t.co/ZXky63JZ3W http://t.co/EU5UMjVEDk,other_useful_information,other_useful_information,Earthquake aftershock hits Nepal,
592282397732839424',"Dude. Almost 7 magnitude aftershock in Nepal. Stay safe, friends.",other_useful_information,other_useful_information,Almost 7 magnitude aftershock in Nepal,
592282425364910080',@NASA any news update for Nepal? #NepalEarthquake,other_useful_information,other_useful_information,update for Nepal,
592282421053231104',Latest earthquakes in Nepal: interactive map &amp; list  http://t.co/PJPLsFgrv1,other_useful_information,other_useful_information,Latest earthquakes in Nepal,
592282466016165888',Netanyahu Holds Update on the Situation in Nepal http://t.co/RCFZB7m1oo,other_useful_information,other_useful_information,Update on the Situation in Nepal,
592282438581223424',"@FrangolinBaker FYI via @TheHindu https://t.co/LGyfLJ3J9a ""Social media pitches in for Nepal quake aftermath""\n#NepalQuake #MissingPersons",other_useful_information,other_useful_information,Nepal quake aftermath,
592282594886156290',Powerful Aftershocks Ravage Quake-Hit Nepal  http://t.co/PoOaICWyMT,other_useful_information,other_useful_information,Powerful Aftershocks Ravage Quake-Hit Nepal  ,
592282609343954945',"@cnnbrk: Major aftershock magnitude 6.7 hits Nepal on Sunday, USGS says. http://t.co/5yJveoy00k/s/D7Gu #fb",other_useful_information,other_useful_information,Major aftershock magnitude 6.7 hits Nepal,
592282648178982912',Fox News Update 'SADNESS SINKING IN': Big aftershock rattles Nepal as aid begins to arrive http://t.co/1z2RJfUHSO,other_useful_information,other_useful_information,Big aftershock rattles Nepal,
592282737974878209',http://t.co/esQZmNtxKr An avalanche triggered by Nepal’s destructive earthquake slammed into a section of Mount Everest mountaineering base,other_useful_information,other_useful_information,An avalanche triggered by Nepal’s destructive earthquake,
592282764184932352',"Devastation, obliteration from Nepal earthquake http://t.co/k0bCByD3Ju",other_useful_information,other_useful_information,"Devastation, obliteration from Nepal earthquake",
592282843960639489',Nepal earthquake: region hit by 6.7 magnitude aftershock http://t.co/06z4UckSiG (News) #melbourne #victoria,other_useful_information,other_useful_information,Nepal earthquake: region hit by 6.7 magnitude aftershock,
592282986902597632',.@christian_aid’s @nick_guttmann on the aftermath of #NepalEarthquake on @BBCRadio4 news (02:26-02:41): http://t.co/WR2CPujqwF,other_useful_information,other_useful_information,the aftermath of #NepalEarthquake,
592282995504975872',"Nepal earthquake 2015: Latest Updates: Kathmandu, April 26: Nepal was shaken by a deadly earthquake that left over… http://t.co/4FtiCMNpK5",other_useful_information,other_useful_information,"Nepal earthquake 2015: Latest Updates: Kathmandu, April 26: Nepal was shaken by a deadly earthquake",
592283146328104961',#Everest Base Camp a ‘War Zone’ After #Earthquake Triggers #Avalanches http://t.co/Ba5WeMcMSb #Sherpa,other_useful_information,other_useful_information,#Everest Base Camp a ‘War Zone’ After #Earthquake Triggers #Avalanches,
592283167991701504',RT @SOSCV_Canada: This AM a 7.8 magnitude earthquake hit Nepal. Donate to SOS &amp; help the 1000s of children affected: http://t.co/SoODms8u5m…,other_useful_information,other_useful_information,This AM a 7.8 magnitude earthquake hit Nepal,
592283217715134464',NI MAN WITNESSES 'SCENE OF DEVASTATION' AFTER NEPAL EARTHQUAKE - http://t.co/VNekr1dUyO http://t.co/T1wxUDKJRw,other_useful_information,other_useful_information,SCENE OF DEVASTATION' AFTER NEPAL EARTHQUAKE,
592283447835500545',.@BobSeger Benefit concert? Kathmandu Nepal hit by major aftershock as search for survivors intensifies http://t.co/XOvhBcz39W #SmartNews,other_useful_information,other_useful_information,Kathmandu Nepal hit by major aftershock,
592283465841643521',"Today Fresh aftershock measuring 6.7 jolts Nepal, India again\nIndia Today-2 hours ago\nA powerful aftershock... http://t.co/R8XxIzzLgU",other_useful_information,other_useful_information,Fresh aftershock measuring 6.7 jolts Nepal,
592283492089626624',"@STForeignDesk: ""BREAKING: #NepalQuake: Aftershock of 6.7 magnitude hits Nepal and #India,…"" #1 in #Australia http://t.co/gS8TxCHEYW",other_useful_information,other_useful_information,Aftershock of 6.7 magnitude hits Nepal and #India,
592283501283577856',Nepal Earthquake | CCTV Footage | M 6.7 Earthquake Watch Out Full Video!\nNepal earthquake: rescue attempts... http://t.co/awoOwUSufX,other_useful_information,other_useful_information,Nepal Earthquake | CCTV Footage | M 6.7 Earthquake Watch Out Full Video,
592283517460971520',NI MAN WITNESSES ‘SCENE OF DEVASTATION’ AFTER NEPAL EARTHQUAKE: A NORTHERN Ireland trekking in Nepal has told of… http://t.co/HUgO2VdUvU,other_useful_information,other_useful_information,‘SCENE OF DEVASTATION’ AFTER NEPAL EARTHQUAKE,
592283609618206721',"Green earthquake alert (Magnitude 4.5M, Depth:10km) in Nepal 26/04/2015 08:46 UTC, 6099399 people within 100km... http://t.co/JEPskdPIoZ",other_useful_information,other_useful_information,"Green earthquake alert (Magnitude 4.5M, Depth:10km) in Nepal ",
592283611065266176',"Strong aftershock hits Nepal and India, day after quake kills 2,100 http://t.co/ouxmy8Gm7r",other_useful_information,other_useful_information,Strong aftershock hits Nepal and India,
592283690627137536',"Devastation, obliteration from Nepal earthquake  via @josephjett #news http://t.co/XzXtLyU0wJ",other_useful_information,other_useful_information,"Devastation, obliteration from Nepal earthquake",
592283745052418049',- #Nepal earthquake Disaster - #Everest #survivors describe ordeal http://t.co/Ag9j4Ztgg9,other_useful_information,other_useful_information,#Everest #survivors describe ordeal,
592283778090967040',Nepal’s 8.1 magnitude quake rattles Tibet http://t.co/DFvyXp4p7s via @wordpressdotcom,other_useful_information,other_useful_information,Nepal’s 8.1 magnitude quake rattles Tibet,
592283749775060993',RT @geehall1: The Nepal Earthquake Situation - Late-April 2015: collated information in Storify form. https://t.co/cW1g1hGYTn #NepalQuake #…,other_useful_information,other_useful_information,The Nepal Earthquake Situation,
592283832205860864',RT @barneyhenderson: Nepal earthquake: huge 6.7 magnitude aftershock causes another Everest avalanche -live updates http://t.co/ezoMbSOWkl …,other_useful_information,other_useful_information,Nepal earthquake: huge 6.7 magnitude aftershock causes another Everest avalanche -live updates,
592283926342701056',Quake aftershock of 6.7 magnitude hits Nepal: USGS - Channel NewsAsia http://t.co/Ou0hJxmYq2,other_useful_information,other_useful_information,Quake aftershock of 6.7 magnitude hits Nepal,
592283905769676800',Powerful 6.7 magnitude aftershock rattles Nepal as aid arrives in region http://t.co/80FpkZgKLo via the @FoxNews Android app @vobok,other_useful_information,other_useful_information,Powerful 6.7 magnitude aftershock rattles Nepal,
592283943216533504',"RT @W7VOA: The latest #NepalQuake aftershock triggered a fresh avalanche on #Everest and shook buildings in New Delhi, #India.",other_useful_information,other_useful_information,The latest #NepalQuake aftershock triggered a fresh avalanche on #Everest,
592284022614560768',RT @Mahasplashers: Dunya News: Watch: Nepal Earthquake's Severity Captured In CCTV Footage.: http://t.co/tlPRHKgiiw,other_useful_information,other_useful_information,Nepal Earthquake's Severity Captured In CCTV Footage,
592284038674558978',"Magnitude 6.7 aftershock hits Nepal, causes panic: A powerful aftershock shook Nepal on Sunday, making buildin... http://t.co/J6m0WgTpdT",other_useful_information,other_useful_information,Magnitude 6.7 aftershock hits Nepal[SEP]A powerful aftershock shook Nepal ,
592284028218306560',RT @Brian_Peel: A 6.7 magnitude aftershock in #Nepal - one day after the earthquake. Really feel for the people caught in this tragedy. 🙏🏼,other_useful_information,other_useful_information,A 6.7 magnitude aftershock in #Nepal,infrastructure_and_utilities_damage
592284199345889280',Nepal landmarks flattened by the quake - BBC News http://t.co/KI3YR1v1Dl,other_useful_information,infrastructure_and_utilities_damage,Nepal landmarks flattened,infrastructure_and_utilities_damage
592284247798349824',"Fresh 6.9 Earthquake Rocks Nepal, Causes Panic: A day after a 7.9-magnitude earthquake rattled much of Nepal a... http://t.co/c0fACk0hJD",other_useful_information,other_useful_information,Fresh 6.9 Earthquake Rocks Nepal,
592284289498099714',RT @storysouthasia: Another aftershock magnitude 6.7 tremor #Nepal #NepalQuake,other_useful_information,other_useful_information,Another aftershock magnitude 6.7 tremor,
592284297676992512',"Google News CA: Earthquake aftershock hits Nepal and India, magnitude 6.7 - CBC.ca: CBC.caEarthq... http://t.co/NZItmAihvW #News #Canada",other_useful_information,other_useful_information,"Earthquake aftershock hits Nepal and India, magnitude 6.7",
592284346054152192',"RT @ameetdhakal: The latest one was 6.7 magnitude, 65 km east of Kathmandu, according to US geological survey.",other_useful_information,other_useful_information,"The latest one was 6.7 magnitude, 65 km east of Kathmandu",
592284450186272768',Major aftershock hits #Nepal as rescuers dig for quake survivors http://t.co/5EYcgrde5K http://t.co/ImuQoxwt5u,other_useful_information,other_useful_information,Major aftershock hits #Nepal ,
592284501696348160',RT @ABC7: #EARTHQUAKE 7.5-magnitude quake rocks Nepal; damage reported http://t.co/bIAuYjhjgz http://t.co/GFE7ml8wtP,other_useful_information,other_useful_information,7.5-magnitude quake rocks Nepal,
592284518003781633',"RT @DevirupaM: Latest big one as per @USGS: epicentre - Kodari, Nepal, 6.7 magnitude  http://t.co/mxAgGBjGtr #NepalEarthquake http://t.co/2…",other_useful_information,other_useful_information,"Latest big one as per @USGS: epicentre - Kodari, Nepal, 6.7 magnitude",
592284534076379137',Massive aftershock hits Nepal AS rescue workers continue to search for survivors of yester @destinationlux http://t.co/NKVLtCvRcG,other_useful_information,other_useful_information,Massive aftershock hits Nepal,
592284540191809536',http://t.co/KLR7jzKHaK #news Air services to Nepal hit again after powerful aftershock - Business Standard,other_useful_information,other_useful_information,Air services to Nepal hit again after powerful aftershock ,
592284654868307968',Watch: Nepal Earthquake captured in different CCTV footages from around Kathmandu http://t.co/nFcMOtl9e0,other_useful_information,other_useful_information,Nepal Earthquake captured in different CCTV footages ,
592284729501622272',RT @ScoopWhoop: Delhi feels tremors as a strong aftershock of 6.7 magnitude hits Nepal again - http://t.co/wMqrlyaCXo\n@scoopwhoopnews http:…,other_useful_information,other_useful_information,Delhi feels tremors as a strong aftershock of 6.7 magnitude hits Nepal again,
592284764767326208',#prayfornepal  Major aftershock hits Nepal after earthquake\nhttp://t.co/1wkV1vgvuF,other_useful_information,other_useful_information,Major aftershock hits Nepal,
592284807431921664',Surveillance video of the moment the 7.8 magnitude earthquake struck in Nepal. CNN's Derek Van Dam r http://t.co/C0z3GssnHg,other_useful_information,other_useful_information,Surveillance video of the moment the 7.8 magnitude earthquake struck in Nepal,
592284803334017024',‘Entire villages have been completely leveled:' Halifax man describes devastation in #Nepal via @JWongGlobalNews  http://t.co/llwtSCyocR,other_useful_information,other_useful_information,Halifax man describes devastation in #Nepal ,
592284871269031938',Aftershock triggers more avalanches in earthquake-struck Nepal http://t.co/gZ4Ed3DdKl via @ABCNews #NepalEarthquake #auspol #earthquake,other_useful_information,other_useful_information,Aftershock triggers more avalanches in earthquake-struck Nepal,
592284890755944450',Earthquake Nepal April 2015 https://t.co/Veoo7r35YL,other_useful_information,other_useful_information,Earthquake Nepal April 2015,
592284930580721664',RT @STForeignDesk: #NepalQuake: Aftershock of 6.7 magnitude hits #Nepal - USGS\n\nhttp://t.co/PpJ1Cy8NGy,other_useful_information,other_useful_information,Aftershock of 6.7 magnitude hits #Nepal,
592284913191231488',Watch Live : 7.9 magnitude earthquake rumbles Nepal - Watch Video http://t.co/DWzDkLVsQd,other_useful_information,other_useful_information,7.9 magnitude earthquake rumbles Nepal,
592284998872403968',RT @ChannelNewsAsia: BREAKING: Quake aftershock of 6.7 magnitude hits Nepal http://t.co/rnBxLk4N5M,other_useful_information,other_useful_information,Quake aftershock of 6.7 magnitude hits Nepal,
592285020674347010',Latest on the earthquake in Nepal and the search for boaters in Alabama after severe weather slammed a regatta @FOX46News #GoodDay,other_useful_information,other_useful_information,Latest on the earthquake in Nepal,
592285040760885248',Social media pitches in for Nepal quake aftermath: In the aftermath of the 7.9 magnitude earthquake... http://t.co/TWrMVwiJoW #SocialWeb,other_useful_information,other_useful_information,Nepal quake aftermath: In the aftermath of the 7.9 magnitude earthquake,
